id,name,description
GCC_ENABLE_OBJC_EXCEPTIONS,Enable Objective-C Exceptions,This setting enables `@try`/`@catch`/`@throw` syntax for handling exceptions in Objective-C code. Only applies to Objective-C.
GCC_CW_ASM_SYNTAX,CodeWarrior/MS-Style Inline Assembly,Enable the CodeWarrior/Microsoft syntax for inline assembly code in addition to the standard GCC syntax.
GCC_UNROLL_LOOPS,Unroll Loops,"Unrolls loops. Unrolling makes the code larger, but may make it faster by reducing the number of branches executed."
GCC_FAST_MATH,Relax IEEE Compliance,"Enables some floating point optimizations that are not IEEE754-compliant, but which usually work. Programs that require strict IEEE compliance may not work with this option."
GCC_STRICT_ALIASING,Enforce Strict Aliasing,"Optimize code by making more aggressive assumptions about whether pointers can point to the same objects as other pointers. Programs that use pointers a lot may benefit from this, but programs that don't strictly follow the ISO C rules about the type with which an object may be accessed may behave unexpectedly."
GCC_INSTRUMENT_PROGRAM_FLOW_ARCS,Instrument Program Flow,Activating this setting indicates that code should be added so program flow arcs are instrumented.
GCC_GENERATE_TEST_COVERAGE_FILES,Generate Legacy Test Coverage Files,Activating this setting causes a `notes` file to be produced that the `gcov` code-coverage utility can use to show program coverage.
GCC_WARN_ALLOW_INCOMPLETE_PROTOCOL,Incomplete Objective-C Protocols,Warn if methods required by a protocol are not implemented in the class adopting it. Only applies to Objective-C.
GCC_WARN_ABOUT_DEPRECATED_FUNCTIONS,Deprecated Functions,"Warn about the use of deprecated functions, variables, and types (as indicated by the `deprecated` attribute)."
GCC_WARN_ABOUT_INVALID_OFFSETOF_MACRO,Undefined Use of offsetof Macro,"Unchecking this setting will suppress warnings from applying the `offsetof` macro to a non-POD type. According to the 1998 ISO C++ standard, applying `offsetof` to a non-POD type is undefined. In existing C++ implementations, however, `offsetof` typically gives meaningful results even when applied to certain kinds of non-POD types, such as a simple struct that fails to be a POD type only by virtue of having a constructor. This flag is for users who are aware that they are writing nonportable code and who have deliberately chosen to ignore the warning about it.

The restrictions on `offsetof` may be relaxed in a future version of the C++ standard."
GCC_MACOSX_VERSION_MIN,,
GCC_DEBUG_INFORMATION_FORMAT,,
CLANG_DEBUG_INFORMATION_LEVEL,Debug Information Level,"Toggles the amount of debug information emitted when debug symbols are enabled. This can impact the size of the generated debug information, which may matter in some cases for large projects, such as when using LTO."
GCC_ENABLE_SSE3_EXTENSIONS,Enable SSE3 Extensions,Specifies whether the binary uses the builtin functions that provide access to the SSE3 extensions to the IA-32 architecture.
GCC_ENABLE_SUPPLEMENTAL_SSE3_INSTRUCTIONS,,
GCC_ENABLE_SSE41_EXTENSIONS,Enable SSE4.1 Extensions,Specifies whether the binary uses the builtin functions that provide access to the SSE4.1 extensions to the IA-32 architecture.
GCC_ENABLE_SSE42_EXTENSIONS,Enable SSE4.2 Extensions,Specifies whether the binary uses the builtin functions that provide access to the SSE4.2 extensions to the IA-32 architecture.
DEFAULT_SSE_LEVEL_3_YES,,
DEFAULT_SSE_LEVEL_3_NO,,
DEFAULT_SSE_LEVEL_3_SUPPLEMENTAL_YES,,
DEFAULT_SSE_LEVEL_3_SUPPLEMENTAL_NO,,
DEFAULT_SSE_LEVEL_4_1_YES,,
DEFAULT_SSE_LEVEL_4_1_NO,,
DEFAULT_SSE_LEVEL_4_2_YES,,
DEFAULT_SSE_LEVEL_4_2_NO,,
CLANG_X86_VECTOR_INSTRUCTIONS,Enable Additional Vector Extensions,Enables the use of extended vector instructions. Only used when targeting Intel architectures.
GCC_SYMBOLS_PRIVATE_EXTERN,Symbols Hidden by Default,"When enabled, all symbols are declared `private extern` unless explicitly marked to be exported using ` __attribute__ ((visibility(""default"")))` in code. If not enabled, all symbols are exported unless explicitly marked as `private extern`. See [Controlling Symbol Visibility](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/CppRuntimeEnv/Articles/SymbolVisibility.html#//apple_ref/doc/uid/TP40001670-CJBGBHEJ) in [C++ Runtime Environment Programming Guide](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/CppRuntimeEnv/CPPRuntimeEnv.html)."
GCC_INLINES_ARE_PRIVATE_EXTERN,Inline Methods Hidden,"When enabled, out-of-line copies of inline methods are declared `private extern`."
GCC_THREADSAFE_STATICS,Statics are Thread-Safe,Emits extra code to use the routines specified in the C++ ABI for thread-safe initialization of local statics. You can disable this option to reduce code size slightly in code that doesn't need to be thread-safe.
GCC_WARN_ABOUT_POINTER_SIGNEDNESS,Pointer Sign Comparison,Warn when pointers passed via arguments or assigned to a variable differ in sign.
GCC_WARN_ABOUT_MISSING_NEWLINE,Missing Newline At End Of File,Warn when a source file does not end with a newline.
CLANG_WARN_IMPLICIT_SIGN_CONVERSION,Implicit Signedness Conversions,Warn about implicit integer conversions that change the signedness of an integer value.
GCC_WARN_64_TO_32_BIT_CONVERSION,Implicit Conversion to 32 Bit Type,Warn if a value is implicitly converted from a 64-bit type to a 32-bit type. This is a subset of the warnings provided by -Wconversion.
CLANG_WARN_INFINITE_RECURSION,Infinite Recursion,Warn if all paths through a function call itself.
CLANG_WARN_SUSPICIOUS_MOVE,Suspicious Moves,Warn about suspicious uses of `std::move`.
CLANG_WARN_COMMA,Suspicious Commas,Warn about suspicious uses of the comma operator.
CLANG_WARN_BLOCK_CAPTURE_AUTORELEASING,Block Capture of Autoreleasing,Warn about block captures of implicitly autoreleasing parameters.
CLANG_WARN_STRICT_PROTOTYPES,Strict Prototypes,Warn about non-prototype declarations.
CLANG_WARN_RANGE_LOOP_ANALYSIS,Range-based For Loops,Warn about ranged-based for loops.
CLANG_WARN_SEMICOLON_BEFORE_METHOD_BODY,Semicolon Before Method Body,Warn about ignored semicolon between a method implementation's signature and body.
CLANG_WARN_UNGUARDED_AVAILABILITY,Unguarded availability,"Warn if an API that is newer than the deployment target is used without ""if (@available(...))"" guards."
GCC_OBJC_ABI_VERSION,,
GCC_OBJC_LEGACY_DISPATCH,,
CLANG_INSTRUMENT_FOR_OPTIMIZATION_PROFILING,,
CLANG_OPTIMIZATION_PROFILE_FILE,Optimization Profile File,The path to the file of the profile data to use when [Use Optimization Profile (CLANG\_USE\_OPTIMIZATION\_PROFILE)](itcaec37c2a6.html#devb3d935f24) is enabled.
CLANG_USE_OPTIMIZATION_PROFILE,Use Optimization Profile,"When this setting is enabled, `clang` will use the optimization profile collected for a target when building it."
CLANG_ENABLE_CODE_COVERAGE,Enable Code Coverage Support,"Enables building with code coverage instrumentation. This is only used when the build has code coverage enabled, which is typically done via the Xcode scheme settings."
CLANG_COVERAGE_MAPPING,,
CLANG_COVERAGE_MAPPING_LINKER_ARGS,,
CLANG_ADDRESS_SANITIZER,,
CLANG_ADDRESS_SANITIZER_CONTAINER_OVERFLOW,Enable C++ Container Overflow Checks,"Check for C++ container overflow when Address Sanitizer is enabled. This check requires the entire application to be built with Address Sanitizer. If not, it may report false positives."
CLANG_ADDRESS_SANITIZER_USE_AFTER_SCOPE,,
CLANG_ADDRESS_SANITIZER_ALLOW_ERROR_RECOVERY,,
CLANG_UNDEFINED_BEHAVIOR_SANITIZER,,
CLANG_UNDEFINED_BEHAVIOR_SANITIZER_INTEGER,Enable Extra Integer Checks,"Check for unsigned integer overflow, in addition to checks for signed integer overflow."
CLANG_UNDEFINED_BEHAVIOR_SANITIZER_NULLABILITY,Enable Nullability Annotation Checks,"Check for violations of nullability annotations in function calls, return statements, and assignments."
CLANG_INDEX_STORE_PATH,,
CLANG_INDEX_STORE_ENABLE,,
CLANG_ARC_MIGRATE_PRECHECK,,
CLANG_ARC_MIGRATE_DIR,,
CLANG_OBJC_MIGRATE_DIR,,
CLANG_ARC_MIGRATE_EMIT_ERROR,,
CLANG_ARC_MIGRATE_REPORT_OUTPUT,,
CLANG_ANALYZER_EXEC,,
CLANG_ANALYZER_DEFINES,,
CLANG_ANALYZER_OUTPUT_DIR,,
CLANG_ANALYZER_OUTPUT,,
CLANG_ANALYZER_ALTERNATE_EDGES,,
CLANG_ANALYZER_REPORT_MAIN_SOURCE_FILE,,
RUN_CLANG_STATIC_ANALYZER,Analyze During 'Build',Activating this setting will cause Xcode to run the `Clang` static analysis tool on qualifying source files during every build.
CLANG_STATIC_ANALYZER_MODE_ACTION_shallow,,
CLANG_STATIC_ANALYZER_MODE_ACTION_deep,,
CLANG_STATIC_ANALYZER_MODE,Mode of Analysis for 'Build',The depth the static analyzer uses during the Build action. Use `Deep` to exercise the full power of the analyzer. Use `Shallow` for faster analysis.
CLANG_STATIC_ANALYZER_MODE_ON_ANALYZE_ACTION,Mode of Analysis for 'Analyze',The depth the static analyzer uses during the Analyze action. Use `Deep` to exercise the full power of the analyzer. Use `Shallow` for faster analysis.
CLANG_ANALYZER_DEADCODE_DEADSTORES,Dead Stores,Check for values stored to variables and never read again.
CLANG_ANALYZER_OBJC_COLLECTIONS,Misuse of Collections API,Warn if `CF` collections are created with non-pointer-size values. Check if `NS` collections are initialized with non-Objective-C type elements.
CLANG_ANALYZER_OBJC_NSCFERROR,Improper Handling of CFError and NSError,Warn if functions accepting `CFErrorRef` or `NSError` cannot indicate that an error occurred.
CLANG_ANALYZER_OBJC_INCOMP_METHOD_TYPES,Method Signatures Mismatch,Warn about Objective-C method signatures with type incompatibilities.
CLANG_ANALYZER_OBJC_UNUSED_IVARS,Unused Ivars,Warn about private ivars that are never used.
CLANG_ANALYZER_OBJC_GENERICS,Misuse of Objective-C generics,Warn if a specialized generic type is converted to an incompatible type.
CLANG_ANALYZER_MALLOC,,
CLANG_ANALYZER_MEMORY_MANAGEMENT,Improper Memory Management,"Warn about memory leaks, use-after-free, and other API misuses."
CLANG_ANALYZER_OBJC_RETAIN_COUNT,Violation of Reference Counting Rules,Warn on leaks and improper reference count management.
CLANG_ANALYZER_OBJC_ATSYNC,@synchronized with nil mutex,Warn on `nil` pointers used as mutexes for `@synchronized`.
CLANG_ANALYZER_OBJC_DEALLOC,Improper Instance Cleanup in '-dealloc',Warn when an instance is improperly cleaned up in `-dealloc`.
CLANG_ANALYZER_GCD,Misuse of Grand Central Dispatch,Check for misuses of the Grand Central Dispatch API.
CLANG_ANALYZER_NONNULL,Misuse of 'nonnull',Check for misuses of `nonnull` parameter and return types.
CLANG_ANALYZER_USE_AFTER_MOVE,Use-After-Move Errors in C++,Warn when a C++ object is used after it has been moved from.
CLANG_ANALYZER_MIG_CONVENTIONS,Violation of Mach Interface Generator Conventions,Warn when a MIG routine violates memory management conventions.
CLANG_ANALYZER_NUMBER_OBJECT_CONVERSION,Suspicious Conversions of NSNumber and CFNumberRef,"Warn when a number object, such as an instance of `NSNumber`, `CFNumberRef`, `OSNumber`, or `OSBoolean` is compared or converted to a primitive value instead of another object."
CLANG_ANALYZER_LOCALIZABILITY_NONLOCALIZED,Missing Localizability,Warn when a nonlocalized string is passed to a user interface method expecting a localized string.
CLANG_ANALYZER_LOCALIZABILITY_EMPTY_CONTEXT,Missing Localization Context Comment,Warn when a call to an `NSLocalizedString()` macro is missing a context comment for the localizer.
CLANG_ANALYZER_GCD_PERFORMANCE,Performance Anti-Patterns with Grand Central Dispatch,Check for Grand Central Dispatch idioms that may lead to poor performance.
CLANG_ANALYZER_OBJC_SELF_INIT,Violation of 'self = `super init`' Rule,Check that `super init` is properly called within an Objective-C initialization method.
CLANG_ANALYZER_LIBKERN_RETAIN_COUNT,Violation of IOKit and libkern Reference Counting Rules,Finds leaks and overreleases associated with objects inheriting from OSObject
CLANG_ANALYZER_SECURITY_KEYCHAIN_API,Misuse of Keychain Services API,Check for leaks of keychain attribute lists and data buffers returned by the Keychain Services API.
CLANG_ANALYZER_SECURITY_FLOATLOOPCOUNTER,Floating Point Value Used as Loop Counter,"Warn on using a floating point value as a loop counter (CERT: FLP30-C, FLP30-CPP)."
CLANG_ANALYZER_SECURITY_INSECUREAPI_UNCHECKEDRETURN,Unchecked Return Values,Warn on uses of sensitive functions whose return values must be always checked.
CLANG_ANALYZER_SECURITY_INSECUREAPI_GETPW_GETS,"Use of 'getpw', 'gets' (Buffer Overflow)",Warn on uses of `getpw` and `gets`. The functions are dangerous as they may trigger a buffer overflow.
CLANG_ANALYZER_SECURITY_INSECUREAPI_MKSTEMP,Use of 'mktemp' or Predictable 'mktemps',"Warn on uses of `mktemp`, which produces predictable temporary files. It is obsoleted by `mktemps`. Warn when `mkstemp` is passed fewer than 6 `X`'s in the format string."
CLANG_ANALYZER_SECURITY_INSECUREAPI_RAND,Use of 'rand' Functions,"Warn on uses of `rand`, `random`, and related functions, which produce predictable random number sequences. Use `arc4random` instead."
CLANG_ANALYZER_SECURITY_INSECUREAPI_STRCPY,Use of 'strcpy' and 'strcat',"Warn on uses of the `strcpy` and `strcat` functions, which can result in buffer overflows. Use `strlcpy` or `strlcat` instead."
CLANG_ANALYZER_SECURITY_INSECUREAPI_VFORK,Use of 'vfork',"Warn on uses of the `vfork` function, which is inherently insecure. Use the safer `posix_spawn` function instead."
CLANG_ANALYZER_SECURITY_BUFFER_OVERFLOW_EXPERIMENTAL,*EXPERIMENTAL* Buffer overflows,Check for potential buffer overflows.
CLANG_ANALYZER_OTHER_CHECKERS,,
CLANG_ANALYZER_OTHER_FLAGS,,
CLANG,,
CLANG_MIGRATOR_READWRITE_PROPERTY,Infer readwrite properties,Infer readwrite properties from a getter and setter method.
CLANG_MIGRATOR_READONLY_PROPERTY,Infer readonly properties,Infer readonly properties from getter methods.
CLANG_MIGRATOR_ANNOTATIONS,Add attribute annotations,Add attribute annotations to properties and methods.
CLANG_MIGRATOR_INSTANCE_TYPE,Infer instancetype for method result type,Infer `instancetype` for method result type instead of `id`.
CLANG_MIGRATOR_NSENUM_MACROS,Use NS_ENUM/NS_OPTIONS macros,Use `NS_ENUM`/`NS_OPTIONS` macros for enumerators.
CLANG_MIGRATOR_PROTOCOL_CONFORMANCE,Infer protocol conformance,Infer protocol conformance from the interface methods.
CLANG_MIGRATOR_PROPERTY_ATOMICITY,Atomicity of inferred properties,Choose the atomicity of the inferred properties.
CLANG_MIGRATOR_PUBLIC_HEADERS_ONLY,Only modify public headers,Only modify public headers of a target.
CLANG_MIGRATOR_OBJC_LITERALS,ObjC literals,Enable migration to modern ObjC literals syntax.
CLANG_MIGRATOR_PROPERTY_DOT_SYNTAX,ObjC property-dot syntax,Enable migration of setter/getter messages to property-dot syntax.
CLANG_MIGRATOR_OBJC_SUBSCRIPTING,ObjC subscripting,Enable migration to modern ObjC subscripting syntax.
CLANG_MIGRATOR_OBJC_DESIGNATED_INIT,Infer designated initializer methods,Infer `NS_DESIGNATED_INITIALIZER` for designated initializer methods.
Texture Atlas Format,,
Texture Atlas Maximum Size,,
Enable Warnings,,
RCPROJECT_CODEGEN_LANGUAGE,RC Generation Language,"The Source-code language to use for generated RC objects. By default Xcode will generate Swift types that represent the objects in your scene. Adjust this setting to explicitly select ""Swift"", or select ""None"" to disable RC object generation."
RCPROJECT_CODEGEN_SWIFT_VERSION,,
Other RC Project Compiler flags,,
Other Skybox Compiler flags,,
ENABLE_USDZ_COMPILATION,Enable Compilation,
Other USDZ Compiler flags,,
PLATFORM_NAME,,
SCENEKIT_DEPLOYMENT_TARGET,,
XCODE_DEVELOPER_DIR_PATH,,
TARGET_BUILD_DIR,,"Identifies the root of the directory hierarchy that contains the product’s files (no intermediate build files). Run Script build phases that operate on product files of the target that defines them should use the value of this build setting, but Run Script build phases that operate on product files of other targets should use `BUILT_PRODUCTS_DIR` instead."
UNLOCALIZED_RESOURCES_FOLDER_PATH,,Specifies the directory that contains the product’s unlocalized resources.
TARGET_TEMP_DIR,,"Identifies the directory containing the target’s intermediate build files. Run Script build phases should place intermediate files at the location indicated by `DERIVED_FILE_DIR`, not the directory identified by this build setting."
IBSC_FLATTEN_NIBS,Flatten Compiled Storyboard Files,"Compiles a Storyboard file into flattened (non-wrapper) Storyboard file. After flattening, the resulting Storyboard is more compact but no longer editable by Interface Builder. When this option is disabled, the resulting Storyboard file remains editable in Interface Builder."
IBSC_ERRORS,Show Errors,Show errors encountered during the compilation of Storyboard files.
IBSC_WARNINGS,Show Warnings,Show warnings encountered during the compilation of Storyboard files.
IBSC_NOTICES,Show Notices,Show notices encountered during the compilation of Storyboard files.
IBSC_OTHER_FLAGS,Other Storyboard Compiler Flags,A list of additional flags to pass to the Interface Builder Compiler. Use this setting if Xcode does not already provide UI for a particular Interface Builder Compiler flag.
RESOURCES_PLATFORM_NAME,,
RESOURCES_TARGETED_DEVICE_FAMILY,Resources Targeted Device Family,Overrides [Targeted Device Family (TARGETED\_DEVICE\_FAMILY)](itcaec37c2a6.html#dev2f2f7890b) when the resource copying needs to differ from the default targeted device.
IBSC_REGIONS_AND_STRINGS_FILES,,
IBSC_MODULE,Default Module,Defines the module name for Swift classes referenced without a specific module name.
STORYBOARD_COMPILER_INFOPLIST_CONTENT_FILE,,
IBSC_COMPILER_AUTO_ACTIVATE_CUSTOM_FONTS,Auto-Activate Custom Fonts,Instructs the Storyboard compiler to add custom fonts to the application's `Info.plist` that will cause the fonts to activate upon application launch.
IBSC_COMPILER_USE_NIBARCHIVES_FOR_MACOS,,
IBC_STRIP_NIBS,Strip NIB Files,"Strips an Interface Builder NIB to reduce its size for deployment. The resulting NIB is more compact but no longer editable by Interface Builder. When this option is disabled, the resulting NIB file remains editable by Interface Builder."
IBC_REGIONS_AND_STRINGS_FILES,,
ASSETCATALOG_OUTPUT_FORMAT,,
ASSETCATALOG_NOTICES,Show Notices,Show notices encountered during the compilation of asset catalogs.
ASSETCATALOG_WARNINGS,Show Warnings,Show warnings encountered during the compilation of asset catalogs.
ASSETCATALOG_OTHER_FLAGS,Asset Catalog Other Flags,Pass additional flags through to the asset catalog compiler.
ASSETCATALOG_COMPILER_DEPENDENCY_INFO_FILE,,
ASSETCATALOG_COMPILER_INFOPLIST_CONTENT_FILE,,
ASSETCATALOG_COMPILER_STICKER_PACK_STRINGS,,
ASSETCATALOG_COMPILER_APPICON_NAME,Asset Catalog App Icon Set Name,Name of an asset catalog app icon set whose contents will be merged into the `Info.plist`.
ASSETCATALOG_COMPILER_LAUNCHIMAGE_NAME,Asset Catalog Launch Image Set Name,Name of an asset catalog launch image set whose contents will be merged into the `Info.plist`.
RESOURCES_UI_FRAMEWORK_FAMILY,,
ASSETCATALOG_COMPILER_COMPRESS_PNGS,,
ASSETCATALOG_COMPILER_ENABLE_ON_DEMAND_RESOURCES,,
ENABLE_ONLY_ACTIVE_RESOURCES,Build Active Resources Only,"Omit inapplicable resources when building for a single device. For example, when building for a device with a Retina display, exclude 1x resources."
ENABLE_INCREMENTAL_DISTILL,Enable Incremental Distill,Enabled the incremental `distill` option in the asset catalog compiler. This feature is experimental and should only be enabled with caution.
ASSETCATALOG_COMPILER_OPTIMIZATION,Optimization,"With no value, the compiler uses the default optimization. You can also specify `time` to optimize for speed of access or `space` to optimize for a smaller compiled asset catalogs."
ASSETCATALOG_FILTER_FOR_DEVICE_MODEL,,
ASSETCATALOG_FILTER_FOR_DEVICE_OS_VERSION,,
ASSETCATALOG_COMPILER_STICKER_PACK_IDENTIFIER_PREFIX,Sticker Pack Identifier Prefix,"Sticker Packs in the asset catalog may optionally specify an identifier. If they do not, their name will be prefixed by this value to form an automatically generated identifier."
DEVELOPMENT_LANGUAGE,,
IBC_FLATTEN_NIBS,Flatten Compiled XIB Files,"If enabled, compile XIB files into flattened (non-wrapper) NIB files. After flattening, the resulting NIB is more compact but no longer editable by Interface Builder. When this option is disabled, the resulting NIB file remains editable in Interface Builder."
IBC_ERRORS,Show Errors,Show errors encountered during the compilation of XIB files.
IBC_WARNINGS,Show Warnings,Show warnings encountered during the compilation of XIB files.
IBC_NOTICES,Show Notices,Show notices encountered during the compilation of XIB files.
IBC_OTHER_FLAGS,Other Interface Builder Compiler Flags,A list of additional flags to pass to the Interface Builder Compiler. Use this setting if Xcode does not already provide UI for a particular Interface Builder Compiler flag.
IBC_PLUGINS,Plug-Ins,A list of paths to Interface Builder plugins to load when compiling XIB files.
IBC_PLUGIN_SEARCH_PATHS,Plug-In Search Paths,A list of paths to be searched for Interface Builder plug-ins to load when compiling XIB files.
IBC_MODULE,Default Module,Defines the module name for Swift classes referenced without a specific module name.
IBC_OVERRIDING_PLUGINS_AND_FRAMEWORKS_DIR,Overriding Plug-In and Framework Directory,Instructs Interface Builder to load frameworks and Interface Builder plugins from the specified directory. Setting this value to `$(BUILD_DIR)/$(CONFIGURATION)$(EFFECTIVE_PLATFORM_NAME)` will ensure that Interface Builder will load frameworks and plug-ins from the built products directory of the current build configuration.
XIB_COMPILER_INFOPLIST_CONTENT_FILE,,
IBC_COMPILER_AUTO_ACTIVATE_CUSTOM_FONTS,Auto-Activate Custom Fonts,"Instructs the XIB compiler to add custom fonts to the application's `Info.plist`, which will cause the fonts to activate upon application launch."
IBC_COMPILER_USE_NIBARCHIVES_FOR_MACOS,,
IBSC_STRIP_NIBS,Strip Storyboardc Files,"Strips an editable Interface Builder storyboardc file to reduce its size for deployment. The resulting storyboardc is more compact but no longer editable by Interface Builder. When this option is disabled, the resulting storyboardc file remains editable by Interface Builder."
CPP_PREPROCESSOR_DEFINITIONS,Cpp Preprocessor Definitions,Space-separated list of preprocessor macros of the form `foo` or `foo=bar`. These macros are used when preprocessing using the standalone C Preprocessor rule.
CPP_PREFIX_HEADER,Cpp Prefix File,Implicitly include the given file when preprocessing using the standalone C Preprocessor rule. The path given should either be a project relative path or an absolute path.
CPP_OTHER_PREPROCESSOR_FLAGS,Cpp Other Preprocessor Flags,Other flags to pass to the C preprocessor when using the standalone C Preprocessor rule.
OSACOMPILE_EXECUTE_ONLY,Save as Execute-Only,"Saves the output script in execute-only form; the script can be run, but cannot be opened in Script Editor or Xcode. With this option turned off, a user may see the original script source by opening the script."
OTHER_OSACOMPILEFLAGS,Other OSACompile Flags,"Space-separated list of additional flags to pass to `osacompile`. Be sure to backslash-escape any arguments that contain spaces or special characters, such as path names that may contain spaces. Use this setting if Xcode does not already provide UI for a particular `osacompile` flag."
LD_TARGET_TRIPLE_ARCHS,,
LD_TARGET_TRIPLE_VARIANTS,,
LD_ADDITIONAL_DEPLOYMENT_TARGET_FLAGS,,
MACH_O_TYPE,Mach-O Type,"This setting determines the format of the produced binary and how it can be linked when building other binaries. For information on binary types, see [Building Mach-O Files](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/MachOTopics/1-Articles/building_files.html#//apple_ref/doc/uid/TP40001828-SW1) in [Mach-O Programming Topics](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/MachOTopics/0-Introduction/introduction.html).

- _Executable:_ Executables and standalone binaries and cannot be linked. `mh_execute`

- _Dynamic Library:_ Dynamic libraries are linked at build time and loaded automatically when needed. `mh_dylib`

- _Bundle:_ Bundle libraries are loaded explicitly at run time. `mh_bundle`

- _Static Library:_ Static libraries are linked at build time and loaded at execution time. `staticlib`

- _Relocatable Object File:_ Object files are single-module files that are linked at build time. `mh_object`"
LIBRARY_SEARCH_PATHS,Library Search Paths,"This is a list of paths to folders to be searched by the linker for libraries used by the product. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted."
FRAMEWORK_SEARCH_PATHS,Framework Search Paths,"This is a list of paths to folders containing frameworks to be searched by the compiler for both included or imported header files when compiling C, Objective-C, C++, or Objective-C++, and by the linker for frameworks used by the product. Paths are delimited by whitespace, so any paths with spaces in them must be properly quoted."
SYSTEM_FRAMEWORK_SEARCH_PATHS,System Framework Search Paths,"This is a list of paths to folders containing system frameworks to be searched by the compiler for both included or imported header files when compiling C, Objective-C, C++, or Objective-C++, and by the linker for frameworks used by the product. The order is from highest to lowest precedence. Paths are delimited by whitespace, so any paths with spaces in them need to be properly quoted. This setting is very similar to ""Framework Search Paths"", except that the search paths are passed to the compiler in a way that suppresses most warnings for headers found in system search paths. If the compiler doesn't support the concept of system framework search paths, then the search paths are appended to any existing framework search paths defined in ""Framework Search Paths""."
PRODUCT_TYPE_LIBRARY_SEARCH_PATHS,,
PRODUCT_TYPE_FRAMEWORK_SEARCH_PATHS,,
LINKER_DISPLAYS_MANGLED_NAMES,Display Mangled Names,"Activating this setting causes the linker to display mangled names for C++ symbols. Normally, this is not recommended, but turning it on can help to diagnose and solve C++ link errors."
INIT_ROUTINE,Initialization Routine,This is the name of the routine to use for initialization.
EXPORTED_SYMBOLS_FILE,Exported Symbols File,This is a project-relative path to a file that lists the symbols to export. See `ld -exported_symbols_list` for details on exporting symbols.
UNEXPORTED_SYMBOLS_FILE,Unexported Symbols File,A project-relative path to a file that lists the symbols not to export. See `ld -exported_symbols_list` for details on exporting symbols.
REEXPORTED_LIBRARY_NAMES,Re-Exported Library Names,List of library names that should have their symbols be reexported from the built library.
REEXPORTED_LIBRARY_PATHS,Re-Exported Library Paths,List of library paths that should have their symbols be reexported from the built library.
REEXPORTED_FRAMEWORK_NAMES,Re-Exported Framework Names,List of framework names that should have their symbols be reexported from the built library.
GENERATE_PROFILING_CODE,Generate Profiling Code,"Activating this setting will cause the compiler and linker to generate profiling code. For example, GCC will generate code suitable for use with `gprof(1)`."
LD_NO_PIE,Generate Position-Dependent Executable,"Activating this setting will prevent Xcode from building a main executable that is position independent (PIE). When targeting macOS 10.7 or later, PIE is the default for main executables, so activating this setting will change that behavior. When targeting OS X 10.6 or earlier, or when building for i386, PIE is not the default, so activating this setting does nothing.

You cannot create a PIE from `.o` files compiled with `-mdynamic-no-pic`. Using PIE means the codegen is less optimal, but the address randomization adds some security."
LD_DYLIB_INSTALL_NAME,Dynamic Library Install Name,"Sets an internal `install path` (`LC_ID_DYLIB`) in a dynamic library. Any clients linked against the library will record that path as the way `dyld` should locate this library. If this option is not specified, then the `-o` path will be used. This setting is ignored when building any product other than a dynamic library. See [Dynamic Library Programming Topics](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/DynamicLibraries/000-Introduction/Introduction.html)."
LD_RUNPATH_SEARCH_PATHS,Runpath Search Paths,"This is a list of paths to be added to the `runpath` search path list for the image being created. At runtime, `dyld` uses the `runpath` when searching for dylibs whose load path begins with `@rpath/`. See [Dynamic Library Programming Topics](https://developer.apple.com/library/content/documentation/DeveloperTools/Conceptual/DynamicLibraries/000-Introduction/Introduction.html)."
LD_GENERATE_MAP_FILE,Write Link Map File,"Activating this setting will cause the linker to write a map file to disk, which details all symbols and their addresses in the output image. The path to the map file is defined by the [Path to Link Map File (LD\_MAP\_FILE\_PATH)](itcaec37c2a6.html#dev0f5aa9fe1) setting."
LD_MAP_FILE_PATH,Path to Link Map File,"This setting defines the path to the map file written by the linker when the [Write Link Map File (LD\_GENERATE\_MAP\_FILE)](itcaec37c2a6.html#devc1145996b) setting is activated. By default, a separate file will be written for each architecture and build variant, and these will be generated in the Intermediates directory for the target whose product is being linked."
LINK_WITH_STANDARD_LIBRARIES,Link With Standard Libraries,"When this setting is enabled, the compiler driver will automatically pass its standard libraries to the linker to use during linking. If desired, this flag can be used to disable linking with the standard libraries, and then individual libraries can be passed as [Other Linker Flags (OTHER\_LDFLAGS)](itcaec37c2a6.html#dev4fc8ef90a)."
LD_DEPLOYMENT_TARGET,,
KEEP_PRIVATE_EXTERNS,Preserve Private External Symbols,"Activating this setting will preserve private external symbols, rather than turning them into static symbols. This setting is also respected when performing a single-object prelink."
DEAD_CODE_STRIPPING,Dead Code Stripping,Activating this setting causes the `-dead_strip` flag to be passed to `ld(1)` via `cc(1)` to turn on dead code stripping.
